country,date,year_month,export_value,import_value,trade_balance
아메리칸 사모아,2024-02-01,2024-02,614,0,614
아메리칸 사모아,2024-03-01,2024-03,409,408,1
아메리칸 사모아,2024-04-01,2024-04,1277,616,661
아메리칸 사모아,2024-05-01,2024-05,2857,293,2564
아메리칸 사모아,2024-06-01,2024-06,400,466,-67
아메리칸 사모아,2024-07-01,2024-07,529,790,-260
아메리칸 사모아,2024-08-01,2024-08,756,170,586
아메리칸 사모아,2024-09-01,2024-09,377,622,-245
아메리칸 사모아,2024-10-01,2024-10,2712,496,2217
아메리칸 사모아,2024-11-01,2024-11,1698,484,1213
아메리칸 사모아,2024-12-01,2024-12,1192,617,574
아메리칸 사모아,2025-01-01,2025-01,395,152,243
아메리칸 사모아,2025-02-01,2025-02,1688,352,1336
아메리칸 사모아,2025-03-01,2025-03,791,224,567
아메리칸 사모아,2025-04-01,2025-04,967,260,707
아메리칸 사모아,2025-05-01,2025-05,622,78,544
아메리칸 사모아,2025-06-01,2025-06,942,109,832
아메리칸 사모아,2025-07-01,2025-07,577,49,527
아메리칸 사모아,2025-08-01,2025-08,4169,444,3724
아메리칸 사모아,2025-09-01,2025-09,806,585,221
아메리칸 사모아,2025-10-01,2025-10,1552,122,1430
아메리칸 사모아,2025-11-01,2025-11,1321,111,1210
아메리칸 사모아,2025-12-01,2025-12,743,44,699
아메리칸 사모아,2026-01-01,2026-01,1154,34,1120
아메리칸 사모아,2026-02-01,2026-02,458,125,333
아메리칸 사모아,2026-03-01,2026-03,2694,1,2693
아메리칸 사모아,2026-04-01,2026-04,5044,145,4899
아메리칸 사모아,2026-05-01,2026-05,762,231,531
아메리칸 사모아,2026-06-01,2026-06,3537,27,3510
아메리칸 사모아,2026-07-01,2026-07,1135,46,1089
아이슬란드,2024-01-01,2024-01,2154,1621,533
아이슬란드,2024-02-01,2024-02,3517,2069,1448
아이슬란드,2024-03-01,2024-03,3706,1226,2480
아이슬란드,2024-04-01,2024-04,4487,988,3499
아이슬란드,2024-05-01,2024-05,741,1398,-657
아이슬란드,2024-06-01,2024-06,1953,3490,-1538
아이슬란드,2024-07-01,2024-07,1678,1252,427
아이슬란드,2024-08-01,2024-08,1857,1841,15
아이슬란드,2024-09-01,2024-09,1952,1579,373
아이슬란드,2024-10-01,2024-10,1939,1843,96
아이슬란드,2024-11-01,2024-11,1203,1446,-244
아이슬란드,2024-12-01,2024-12,3750,1301,2448
아이슬란드,2025-01-01,2025-01,4080,832,3248
아이슬란드,2025-02-01,2025-02,8051,765,7285
아이슬란드,2025-03-01,2025-03,8823,1335,7488
아이슬란드,2025-04-01,2025-04,4380,1277,3103
아이슬란드,2025-05-01,2025-05,1158,1539,-381
아이슬란드,2025-06-01,2025-06,2945,4164,-1219
아이슬란드,2025-07-01,2025-07,4162,2018,2145
아이슬란드,2025-08-01,2025-08,9300,1644,7656
아이슬란드,2025-09-01,2025-09,3598,2109,1489
아이슬란드,2025-10-01,2025-10,1011,1225,-213
아이슬란드,2025-11-01,2025-11,3776,3437,339
아이슬란드,2025-12-01,2025-12,6321,2007,4314
아이슬란드,2026-01-01,2026-01,6731,1538,5193
아이슬란드,2026-02-01,2026-02,4695,3901,794
아이슬란드,2026-03-01,2026-03,6258,3133,3125
아이슬란드,2026-04-01,2026-04,14632,889,13742
아이슬란드,2026-05-01,2026-05,4072,1256,2817
아이슬란드,2026-06-01,2026-06,2489,2688,-199
아이슬란드,2026-07-01,2026-07,2649,2187,462
아이티,2024-01-01,2024-01,3954,61,3892
아이티,2024-02-01,2024-02,2633,60,2573
아이티,2024-03-01,2024-03,1158,81,1077
아이티,2024-04-01,2024-04,143,92,51
아이티,2024-05-01,2024-05,600,86,514
아이티,2024-06-01,2024-06,1377,87,1290
아이티,2024-07-01,2024-07,1740,11,1729
아이티,2024-08-01,2024-08,2075,27,2048
아이티,2024-09-01,2024-09,1322,87,1235
아이티,2024-10-01,2024-10,194,28,166
아이티,2024-11-01,2024-11,1205,53,1152
아이티,2024-12-01,2024-12,1362,632,730
아이티,2025-01-01,2025-01,1273,2,1271
아이티,2025-02-01,2025-02,1309,36,1273
아이티,2025-03-01,2025-03,1008,2,1006
아이티,2025-04-01,2025-04,1219,6,1214
아이티,2025-05-01,2025-05,1465,95,1370
아이티,2025-06-01,2025-06,1258,147,1111
아이티,2025-07-01,2025-07,3072,74,2998
아이티,2025-08-01,2025-08,2093,19,2074
아이티,2025-09-01,2025-09,1965,105,1860
아이티,2025-10-01,2025-10,413,146,267
아이티,2025-11-01,2025-11,864,48,816
아이티,2025-12-01,2025-12,803,76,726
아이티,2026-01-01,2026-01,1364,37,1327
아이티,2026-02-01,2026-02,2040,167,1873
아이티,2026-03-01,2026-03,3122,59,3064
아이티,2026-04-01,2026-04,2102,67,2035
아이티,2026-05-01,2026-05,962,96,866
아이티,2026-06-01,2026-06,1400,80,1320
아이티,2026-07-01,2026-07,1028,64,964
아일랜드,2024-01-01,2024-01,71239,100763,-29524
아일랜드,2024-02-01,2024-02,48359,109556,-61196
아일랜드,2024-03-01,2024-03,75658,168747,-93090
아일랜드,2024-04-01,2024-04,81184,97905,-16721
아일랜드,2024-05-01,2024-05,92509,155087,-62578
아일랜드,2024-06-01,2024-06,94276,88074,6202
아일랜드,2024-07-01,2024-07,58565,115531,-56966
아일랜드,2024-08-01,2024-08,61687,157851,-96164
아일랜드,2024-09-01,2024-09,66643,123986,-57343
아일랜드,2024-10-01,2024-10,102980,149256,-46276
아일랜드,2024-11-01,2024-11,80116,84251,-4135
아일랜드,2024-12-01,2024-12,152995,90149,62846
아일랜드,2025-01-01,2025-01,76336,106542,-30206
아일랜드,2025-02-01,2025-02,88660,123581,-34921
아일랜드,2025-03-01,2025-03,113498,101820,11678
아일랜드,2025-04-01,2025-04,121003,155548,-34545
아일랜드,2025-05-01,2025-05,86904,140578,-53675
아일랜드,2025-06-01,2025-06,50927,83876,-32948
아일랜드,2025-07-01,2025-07,45103,96992,-51889
아일랜드,2025-08-01,2025-08,152666,123221,29445
아일랜드,2025-09-01,2025-09,206098,101923,104175
아일랜드,2025-10-01,2025-10,44209,113799,-69590
아일랜드,2025-11-01,2025-11,63991,109688,-45697
아일랜드,2025-12-01,2025-12,92870,154795,-61924
아일랜드,2026-01-01,2026-01,85476,101149,-15674
아일랜드,2026-02-01,2026-02,81523,92360,-10837
아일랜드,2026-03-01,2026-03,108114,120636,-12522
아일랜드,2026-04-01,2026-04,194575,102095,92480
아일랜드,2026-05-01,2026-05,212965,122845,90120
아일랜드,2026-06-01,2026-06,269594,125092,144501
아일랜드,2026-07-01,2026-07,215097,172281,42815
아제르바이잔,2024-01-01,2024-01,14809,65,14744
아제르바이잔,2024-02-01,2024-02,21536,442,21094
아제르바이잔,2024-03-01,2024-03,23838,27,23811
아제르바이잔,2024-04-01,2024-04,18795,645,18150
아제르바이잔,2024-05-01,2024-05,19111,44,19067
아제르바이잔,2024-06-01,2024-06,12983,20,12963
아제르바이잔,2024-07-01,2024-07,15913,26,15887
아제르바이잔,2024-08-01,2024-08,16163,117,16046
아제르바이잔,2024-09-01,2024-09,16263,19,16244
아제르바이잔,2024-10-01,2024-10,15087,13,15073
아제르바이잔,2024-11-01,2024-11,13956,248,13708
아제르바이잔,2024-12-01,2024-12,14291,6,14285
아제르바이잔,2025-01-01,2025-01,11040,394,10646
아제르바이잔,2025-02-01,2025-02,14456,27,14429
아제르바이잔,2025-03-01,2025-03,18367,3,18364
아제르바이잔,2025-04-01,2025-04,17776,140,17636
아제르바이잔,2025-05-01,2025-05,15469,152,15317
아제르바이잔,2025-06-01,2025-06,9484,9,9475
아제르바이잔,2025-07-01,2025-07,8963,26,8937
아제르바이잔,2025-08-01,2025-08,7762,102,7660
아제르바이잔,2025-09-01,2025-09,12900,2731,10169
아제르바이잔,2025-10-01,2025-10,8459,17,8441
아제르바이잔,2025-11-01,2025-11,9685,16,9669
아제르바이잔,2025-12-01,2025-12,11001,1761,9240
아제르바이잔,2026-01-01,2026-01,12655,2,12653
아제르바이잔,2026-02-01,2026-02,12666,36,12630
아제르바이잔,2026-03-01,2026-03,19271,6,19265
아제르바이잔,2026-04-01,2026-04,13760,46,13714
아제르바이잔,2026-05-01,2026-05,15583,289,15294
아제르바이잔,2026-06-01,2026-06,19949,210,19739
아제르바이잔,2026-07-01,2026-07,14543,145,14398
아프카니스탄,2024-01-01,2024-01,1309,178,1131
아프카니스탄,2024-02-01,2024-02,2159,3,2155
아프카니스탄,2024-03-01,2024-03,3020,70,2950
아프카니스탄,2024-04-01,2024-04,4040,42,3998
아프카니스탄,2024-05-01,2024-05,4155,6,4149
아프카니스탄,2024-06-01,2024-06,1843,5,1838
아프카니스탄,2024-07-01,2024-07,1894,6,1887
아프카니스탄,2024-08-01,2024-08,2392,115,2277
아프카니스탄,2024-09-01,2024-09,3102,23,3079
아프카니스탄,2024-10-01,2024-10,3220,192,3028
아프카니스탄,2024-11-01,2024-11,4558,97,4461
아프카니스탄,2024-12-01,2024-12,3980,3802,178
아프카니스탄,2025-01-01,2025-01,2427,98,2329
아프카니스탄,2025-02-01,2025-02,1533,96,1437
아프카니스탄,2025-03-01,2025-03,4936,98,4838
아프카니스탄,2025-04-01,2025-04,4129,229,3900
아프카니스탄,2025-05-01,2025-05,4099,143,3955
아프카니스탄,2025-06-01,2025-06,4917,31,4886
아프카니스탄,2025-07-01,2025-07,4253,190,4063
아프카니스탄,2025-08-01,2025-08,2403,3,2400
아프카니스탄,2025-09-01,2025-09,3923,130,3793
아프카니스탄,2025-10-01,2025-10,3535,126,3408
아프카니스탄,2025-11-01,2025-11,3220,2,3218
아프카니스탄,2025-12-01,2025-12,3261,268,2993
아프카니스탄,2026-01-01,2026-01,3510,257,3253
아프카니스탄,2026-02-01,2026-02,4166,4,4162
아프카니스탄,2026-03-01,2026-03,4187,223,3964
아프카니스탄,2026-04-01,2026-04,3687,13,3675
아프카니스탄,2026-05-01,2026-05,3024,4,3020
아프카니스탄,2026-06-01,2026-06,2334,27,2307
아프카니스탄,2026-07-01,2026-07,2926,3,2922
안도라,2024-01-01,2024-01,2,1,0
안도라,2024-02-01,2024-02,35,2,33
안도라,2024-03-01,2024-03,1,4,-3
안도라,2024-04-01,2024-04,6,4,2
안도라,2024-05-01,2024-05,3,48,-45
안도라,2024-06-01,2024-06,6,3,3
안도라,2024-07-01,2024-07,0,1,-1
안도라,2024-08-01,2024-08,0,2,-2
안도라,2024-09-01,2024-09,6,2,4
안도라,2024-10-01,2024-10,198,5,193
안도라,2024-11-01,2024-11,23,49,-26
안도라,2024-12-01,2024-12,2,3,-1
안도라,2025-01-01,2025-01,0,2,-2
안도라,2025-02-01,2025-02,32,4,27
안도라,2025-03-01,2025-03,1,1,0
안도라,2025-04-01,2025-04,5,1,4
안도라,2025-05-01,2025-05,7,6,1
안도라,2025-06-01,2025-06,4,382,-379
안도라,2025-07-01,2025-07,0,11,-11
안도라,2025-08-01,2025-08,57,16,41
안도라,2025-09-01,2025-09,13,11,2
안도라,2025-10-01,2025-10,1,19,-18
안도라,2025-11-01,2025-11,9,31,-22
안도라,2025-12-01,2025-12,22,27,-5
안도라,2026-01-01,2026-01,4,15,-11
안도라,2026-02-01,2026-02,2,8,-6
안도라,2026-03-01,2026-03,149,72,77
안도라,2026-04-01,2026-04,5,113,-107
안도라,2026-05-01,2026-05,2,26,-24
안도라,2026-06-01,2026-06,8,204,-196
안도라,2026-07-01,2026-07,14,10,4
안타티카,2024-01-01,2024-01,42,0,42
안타티카,2024-02-01,2024-02,1,0,1
안타티카,2024-03-01,2024-03,0,1,-1
안타티카,2024-04-01,2024-04,0,6,-6
안타티카,2024-05-01,2024-05,0,7,-7
안타티카,2024-06-01,2024-06,0,2,-2
안타티카,2024-07-01,2024-07,3559,0,3559
안타티카,2024-08-01,2024-08,92,0,92
안타티카,2024-09-01,2024-09,798,1,797
안타티카,2024-10-01,2024-10,1144,0,1144
안타티카,2024-11-01,2024-11,0,0,0
안타티카,2024-12-01,2024-12,0,0,0
안타티카,2025-01-01,2025-01,0,0,0
안타티카,2025-02-01,2025-02,0,0,0
안타티카,2025-03-01,2025-03,0,0,0
안타티카,2025-04-01,2025-04,0,487,-487
안타티카,2025-05-01,2025-05,0,0,0
안타티카,2025-06-01,2025-06,0,0,0
안타티카,2025-07-01,2025-07,0,0,0
안타티카,2025-08-01,2025-08,0,0,0
안타티카,2025-09-01,2025-09,0,0,0
안타티카,2025-10-01,2025-10,1503,3,1500
안타티카,2025-11-01,2025-11,0,0,0
안타티카,2025-12-01,2025-12,0,0,0
안타티카,2026-01-01,2026-01,89,0,89
안타티카,2026-02-01,2026-02,0,0,0
안타티카,2026-03-01,2026-03,0,1,-1
안타티카,2026-04-01,2026-04,0,20,-20
안타티카,2026-05-01,2026-05,0,0,0
안타티카,2026-06-01,2026-06,0,2,-2
안타티카,2026-07-01,2026-07,0,0,0
안티가 바부다,2024-01-01,2024-01,643,202,442
안티가 바부다,2024-02-01,2024-02,557,11,546
안티가 바부다,2024-03-01,2024-03,389,0,389
안티가 바부다,2024-04-01,2024-04,800,0,800
안티가 바부다,2024-05-01,2024-05,105,11,95
안티가 바부다,2024-06-01,2024-06,426,0,426
안티가 바부다,2024-07-01,2024-07,1043,218,826
안티가 바부다,2024-08-01,2024-08,247,0,247
안티가 바부다,2024-09-01,2024-09,217,0,217
안티가 바부다,2024-10-01,2024-10,45,0,45
안티가 바부다,2024-11-01,2024-11,585,0,585
안티가 바부다,2024-12-01,2024-12,1035,0,1035
안티가 바부다,2025-01-01,2025-01,275,0,275
안티가 바부다,2025-02-01,2025-02,513,0,513
안티가 바부다,2025-03-01,2025-03,492,0,492
안티가 바부다,2025-04-01,2025-04,556,0,556
안티가 바부다,2025-05-01,2025-05,102,44,58
안티가 바부다,2025-06-01,2025-06,567,0,567
안티가 바부다,2025-07-01,2025-07,23,0,23
안티가 바부다,2025-08-01,2025-08,19,0,19
안티가 바부다,2025-09-01,2025-09,13,0,13
안티가 바부다,2025-10-01,2025-10,222,0,222
안티가 바부다,2025-11-01,2025-11,83,0,83
안티가 바부다,2025-12-01,2025-12,1,1,0
안티가 바부다,2026-01-01,2026-01,23,0,23
안티가 바부다,2026-02-01,2026-02,47,0,47
안티가 바부다,2026-03-01,2026-03,53,1,52
안티가 바부다,2026-04-01,2026-04,133,0,133
안티가 바부다,2026-05-01,2026-05,578,0,578
안티가 바부다,2026-06-01,2026-06,71,0,71
안티가 바부다,2026-07-01,2026-07,276,1,274
알랜드 군도,2024-01-01,2024-01,0,0,0
알랜드 군도,2024-02-01,2024-02,0,0,0
알랜드 군도,2024-03-01,2024-03,0,0,0
알랜드 군도,2024-04-01,2024-04,0,0,0
알랜드 군도,2024-05-01,2024-05,0,0,0
알랜드 군도,2024-06-01,2024-06,0,5,-5
알랜드 군도,2024-07-01,2024-07,0,0,0
알랜드 군도,2024-08-01,2024-08,0,0,0
알랜드 군도,2024-09-01,2024-09,0,0,0
알랜드 군도,2024-10-01,2024-10,0,0,0
알랜드 군도,2024-11-01,2024-11,0,0,0
알랜드 군도,2024-12-01,2024-12,4,0,4
알랜드 군도,2025-01-01,2025-01,0,0,0
알랜드 군도,2025-02-01,2025-02,0,0,0
알랜드 군도,2025-03-01,2025-03,0,0,0
알랜드 군도,2025-04-01,2025-04,0,0,0
알랜드 군도,2025-05-01,2025-05,0,0,0
알랜드 군도,2025-06-01,2025-06,0,0,0
알랜드 군도,2025-07-01,2025-07,0,0,0
알랜드 군도,2025-08-01,2025-08,0,0,0
알랜드 군도,2025-09-01,2025-09,0,0,0
알랜드 군도,2025-10-01,2025-10,0,0,0
알랜드 군도,2025-11-01,2025-11,0,0,0
알랜드 군도,2025-12-01,2025-12,0,0,0
알랜드 군도,2026-01-01,2026-01,0,0,0
알랜드 군도,2026-02-01,2026-02,0,0,0
알랜드 군도,2026-03-01,2026-03,0,0,0
알랜드 군도,2026-04-01,2026-04,0,0,0
알랜드 군도,2026-05-01,2026-05,0,0,0
알랜드 군도,2026-06-01,2026-06,0,0,0
알랜드 군도,2026-07-01,2026-07,0,0,0
알바니아,2024-01-01,2024-01,11993,632,11361
알바니아,2024-02-01,2024-02,20858,663,20194
알바니아,2024-03-01,2024-03,13896,1111,12785
알바니아,2024-04-01,2024-04,18590,621,17969
알바니아,2024-05-01,2024-05,19934,587,19347
알바니아,2024-06-01,2024-06,17837,499,17338
알바니아,2024-07-01,2024-07,16317,758,15559
알바니아,2024-08-01,2024-08,17041,780,16261
알바니아,2024-09-01,2024-09,21447,694,20753
알바니아,2024-10-01,2024-10,23182,1346,21837
알바니아,2024-11-01,2024-11,19364,903,18461
알바니아,2024-12-01,2024-12,17528,581,16947
알바니아,2025-01-01,2025-01,14911,866,14045
알바니아,2025-02-01,2025-02,22216,583,21633
알바니아,2025-03-01,2025-03,21354,518,20836
알바니아,2025-04-01,2025-04,31176,1008,30169
알바니아,2025-05-01,2025-05,31868,337,31531
알바니아,2025-06-01,2025-06,27452,497,26955
알바니아,2025-07-01,2025-07,31835,1242,30593
알바니아,2025-08-01,2025-08,31412,654,30758
알바니아,2025-09-01,2025-09,37433,670,36763
알바니아,2025-10-01,2025-10,38479,858,37621
알바니아,2025-11-01,2025-11,34452,800,33652
알바니아,2025-12-01,2025-12,34950,769,34181
알바니아,2026-01-01,2026-01,34061,740,33321
알바니아,2026-02-01,2026-02,32810,551,32260
알바니아,2026-03-01,2026-03,40882,1002,39880
알바니아,2026-04-01,2026-04,43476,529,42948
알바니아,2026-05-01,2026-05,34672,716,33955
알바니아,2026-06-01,2026-06,37691,557,37134
알바니아,2026-07-01,2026-07,41842,918,40924
알제리,2024-01-01,2024-01,21279,365381,-344101
알제리,2024-02-01,2024-02,20224,277730,-257507
알제리,2024-03-01,2024-03,41740,383483,-341743
알제리,2024-04-01,2024-04,30760,227551,-196790
알제리,2024-05-01,2024-05,16563,338967,-322404
알제리,2024-06-01,2024-06,29418,251735,-222317
알제리,2024-07-01,2024-07,17839,205358,-187519
알제리,2024-08-01,2024-08,17046,364059,-347013
알제리,2024-09-01,2024-09,22866,237065,-214198
알제리,2024-10-01,2024-10,18840,226449,-207609
알제리,2024-11-01,2024-11,24566,467572,-443006
알제리,2024-12-01,2024-12,30331,287916,-257585
알제리,2025-01-01,2025-01,20216,455392,-435177
알제리,2025-02-01,2025-02,33669,295860,-262191
알제리,2025-03-01,2025-03,29263,285843,-256580
알제리,2025-04-01,2025-04,54755,229343,-174588
알제리,2025-05-01,2025-05,23792,452098,-428307
알제리,2025-06-01,2025-06,38286,117468,-79182
알제리,2025-07-01,2025-07,37282,441214,-403932
알제리,2025-08-01,2025-08,20043,184598,-164555
알제리,2025-09-01,2025-09,36015,380844,-344829
알제리,2025-10-01,2025-10,22887,212930,-190043
알제리,2025-11-01,2025-11,37422,388716,-351294
알제리,2025-12-01,2025-12,30040,238394,-208354
알제리,2026-01-01,2026-01,36659,250363,-213704
알제리,2026-02-01,2026-02,29298,403490,-374192
알제리,2026-03-01,2026-03,33091,204012,-170922
알제리,2026-04-01,2026-04,42503,324075,-281572
알제리,2026-05-01,2026-05,35376,936942,-901566
알제리,2026-06-01,2026-06,40320,475540,-435220
알제리,2026-07-01,2026-07,52237,247578,-195341
앙골라,2024-01-01,2024-01,158336,4,158332
앙골라,2024-02-01,2024-02,5896,0,5896
앙골라,2024-03-01,2024-03,12505,0,12505
앙골라,2024-04-01,2024-04,78294,0,78294
앙골라,2024-05-01,2024-05,104882,11,104871
앙골라,2024-06-01,2024-06,99970,38,99932
앙골라,2024-07-01,2024-07,87840,3,87837
앙골라,2024-08-01,2024-08,8186,1,8185
앙골라,2024-09-01,2024-09,76150,5,76145
앙골라,2024-10-01,2024-10,67107,0,67107
앙골라,2024-11-01,2024-11,5762,2,5760
앙골라,2024-12-01,2024-12,4629,0,4629
앙골라,2025-01-01,2025-01,78320,31,78289
앙골라,2025-02-01,2025-02,3354,0,3354
앙골라,2025-03-01,2025-03,67259,14,67245
앙골라,2025-04-01,2025-04,69071,0,69071
앙골라,2025-05-01,2025-05,62442,0,62442
앙골라,2025-06-01,2025-06,69568,2,69565
앙골라,2025-07-01,2025-07,70659,82,70577
앙골라,2025-08-01,2025-08,78036,0,78036
앙골라,2025-09-01,2025-09,68150,3,68148
앙골라,2025-10-01,2025-10,29425,0,29425
앙골라,2025-11-01,2025-11,2627,0,2627
앙골라,2025-12-01,2025-12,4723,0,4723
앙골라,2026-01-01,2026-01,64617,0,64617
앙골라,2026-02-01,2026-02,68723,0,68723
앙골라,2026-03-01,2026-03,4150,0,4150
앙골라,2026-04-01,2026-04,11121,8,11113
앙골라,2026-05-01,2026-05,10720,49964,-39244
앙골라,2026-06-01,2026-06,3584,68,3515
앙골라,2026-07-01,2026-07,109589,1,109589
앙귈라,2024-01-01,2024-01,0,0,0
앙귈라,2024-02-01,2024-02,0,4,-4
앙귈라,2024-03-01,2024-03,1,0,0
앙귈라,2024-04-01,2024-04,4,0,4
앙귈라,2024-05-01,2024-05,1,0,1
앙귈라,2024-06-01,2024-06,3,0,3
앙귈라,2024-07-01,2024-07,7,0,7
앙귈라,2024-08-01,2024-08,4,3,1
앙귈라,2024-09-01,2024-09,12,0,12
앙귈라,2024-10-01,2024-10,0,0,0
앙귈라,2024-11-01,2024-11,0,0,0
앙귈라,2024-12-01,2024-12,0,0,0
앙귈라,2025-01-01,2025-01,1,0,1
앙귈라,2025-02-01,2025-02,7,0,7
앙귈라,2025-03-01,2025-03,25,0,25
앙귈라,2025-04-01,2025-04,235,0,235
앙귈라,2025-05-01,2025-05,2,0,2
앙귈라,2025-06-01,2025-06,0,0,0
앙귈라,2025-07-01,2025-07,0,0,0
앙귈라,2025-08-01,2025-08,0,0,0
앙귈라,2025-09-01,2025-09,3,0,3
앙귈라,2025-10-01,2025-10,938,0,938
앙귈라,2025-11-01,2025-11,0,0,0
앙귈라,2025-12-01,2025-12,7,0,7
앙귈라,2026-01-01,2026-01,37,0,37
앙귈라,2026-02-01,2026-02,1,0,0
앙귈라,2026-03-01,2026-03,47,1,47
앙귈라,2026-04-01,2026-04,3,0,3
앙귈라,2026-05-01,2026-05,5,0,5
앙귈라,2026-06-01,2026-06,9,0,9
앙귈라,2026-07-01,2026-07,6,0,6
에리트리아,2024-01-01,2024-01,10,0,10
에리트리아,2024-02-01,2024-02,0,0,0
에리트리아,2024-03-01,2024-03,28,53,-25
에리트리아,2024-04-01,2024-04,0,9751,-9751
에리트리아,2024-05-01,2024-05,57,0,57
에리트리아,2024-06-01,2024-06,707,0,707
에리트리아,2024-07-01,2024-07,157,1,156
에리트리아,2024-08-01,2024-08,260,11807,-11547
에리트리아,2024-09-01,2024-09,175,28097,-27923
에리트리아,2024-10-01,2024-10,124,21297,-21173
에리트리아,2024-11-01,2024-11,0,13871,-13871
에리트리아,2024-12-01,2024-12,503,12961,-12457
에리트리아,2025-01-01,2025-01,1,0,1
에리트리아,2025-02-01,2025-02,0,0,0
에리트리아,2025-03-01,2025-03,0,0,0
에리트리아,2025-04-01,2025-04,30,1,30
에리트리아,2025-05-01,2025-05,64,0,64
에리트리아,2025-06-01,2025-06,6070,0,6070
에리트리아,2025-07-01,2025-07,35,9959,-9924
에리트리아,2025-08-01,2025-08,0,4,-4
에리트리아,2025-09-01,2025-09,285,0,285
에리트리아,2025-10-01,2025-10,2,0,2
에리트리아,2025-11-01,2025-11,757,1,757
에리트리아,2025-12-01,2025-12,1629,0,1629
에리트리아,2026-01-01,2026-01,0,0,0
에리트리아,2026-02-01,2026-02,25,0,25
에리트리아,2026-03-01,2026-03,0,0,0
에리트리아,2026-04-01,2026-04,6051,0,6051
에리트리아,2026-05-01,2026-05,462,0,462
에리트리아,2026-06-01,2026-06,16,0,16
에리트리아,2026-07-01,2026-07,0,0,0
에스토니아,2024-01-01,2024-01,3835,6036,-2201
에스토니아,2024-02-01,2024-02,6704,5550,1154
에스토니아,2024-03-01,2024-03,5756,14283,-8528
에스토니아,2024-04-01,2024-04,8073,19967,-11894
에스토니아,2024-05-01,2024-05,6711,9339,-2628
에스토니아,2024-06-01,2024-06,19324,13495,5830
에스토니아,2024-07-01,2024-07,8983,6678,2305
에스토니아,2024-08-01,2024-08,10601,6469,4132
에스토니아,2024-09-01,2024-09,10142,5632,4511
에스토니아,2024-10-01,2024-10,7358,7711,-353
에스토니아,2024-11-01,2024-11,7843,3687,4156
에스토니아,2024-12-01,2024-12,5944,7091,-1147
에스토니아,2025-01-01,2025-01,7673,7483,189
에스토니아,2025-02-01,2025-02,7526,8931,-1406
에스토니아,2025-03-01,2025-03,9676,5876,3800
에스토니아,2025-04-01,2025-04,10506,7455,3051
에스토니아,2025-05-01,2025-05,12515,7435,5079
에스토니아,2025-06-01,2025-06,16758,11733,5025
에스토니아,2025-07-01,2025-07,16525,9085,7440
에스토니아,2025-08-01,2025-08,9342,8462,879
에스토니아,2025-09-01,2025-09,31419,9236,22183
에스토니아,2025-10-01,2025-10,10759,6904,3855
에스토니아,2025-11-01,2025-11,9731,5612,4119
에스토니아,2025-12-01,2025-12,15595,7387,8208
에스토니아,2026-01-01,2026-01,16885,8958,7927
에스토니아,2026-02-01,2026-02,16869,4308,12561
에스토니아,2026-03-01,2026-03,18483,5548,12935
에스토니아,2026-04-01,2026-04,18438,9518,8920
에스토니아,2026-05-01,2026-05,29702,5996,23706
에스토니아,2026-06-01,2026-06,28552,10426,18127
에스토니아,2026-07-01,2026-07,28929,7402,21528
에쿠아도르,2024-01-01,2024-01,53468,4880,48588
에쿠아도르,2024-02-01,2024-02,89908,91637,-1729
에쿠아도르,2024-03-01,2024-03,92608,8103,84506
에쿠아도르,2024-04-01,2024-04,46779,8855,37923
에쿠아도르,2024-05-01,2024-05,47889,12020,35869
에쿠아도르,2024-06-01,2024-06,29455,13765,15691
에쿠아도르,2024-07-01,2024-07,29025,13758,15267
에쿠아도르,2024-08-01,2024-08,25807,97854,-72047
에쿠아도르,2024-09-01,2024-09,30530,8349,22181
에쿠아도르,2024-10-01,2024-10,24142,5981,18161
에쿠아도르,2024-11-01,2024-11,18200,9547,8654
에쿠아도르,2024-12-01,2024-12,28750,10214,18536
에쿠아도르,2025-01-01,2025-01,20630,11810,8820
에쿠아도르,2025-02-01,2025-02,32767,6755,26011
에쿠아도르,2025-03-01,2025-03,28437,7570,20867
에쿠아도르,2025-04-01,2025-04,32935,57396,-24461
에쿠아도르,2025-05-01,2025-05,25397,8261,17136
에쿠아도르,2025-06-01,2025-06,29372,9737,19635
에쿠아도르,2025-07-01,2025-07,68376,12656,55720
에쿠아도르,2025-08-01,2025-08,42467,13221,29246
에쿠아도르,2025-09-01,2025-09,47115,15620,31496
에쿠아도르,2025-10-01,2025-10,33649,16404,17244
에쿠아도르,2025-11-01,2025-11,47592,7101,40491
에쿠아도르,2025-12-01,2025-12,44223,12951,31271
에쿠아도르,2026-01-01,2026-01,32164,13111,19053
에쿠아도르,2026-02-01,2026-02,34401,7112,27290
에쿠아도르,2026-03-01,2026-03,42489,167680,-125191
에쿠아도르,2026-04-01,2026-04,23934,15187,8747
에쿠아도르,2026-05-01,2026-05,22831,144999,-122167
에쿠아도르,2026-06-01,2026-06,54281,14669,39613
에쿠아도르,2026-07-01,2026-07,49779,44926,4853
엘살바도르,2024-01-01,2024-01,20642,2433,18209
엘살바도르,2024-02-01,2024-02,14239,1582,12657
엘살바도르,2024-03-01,2024-03,21855,1758,20097
엘살바도르,2024-04-01,2024-04,15290,1658,13632
엘살바도르,2024-05-01,2024-05,21615,9724,11891
엘살바도르,2024-06-01,2024-06,14929,24424,-9495
엘살바도르,2024-07-01,2024-07,19603,2047,17556
엘살바도르,2024-08-01,2024-08,13025,2968,10058
엘살바도르,2024-09-01,2024-09,17045,3321,13724
